consensus,mec_count,node,run,samples,cpu_percent_mean,cpu_percent_std,cpu_percent_max,mem_mb_mean,mem_mb_std,mem_mb_max,blk_read_mb_mean,blk_read_mb_std,blk_read_mb_max,blk_write_mb_mean,blk_write_mb_std,blk_write_mb_max,net_rx_mb_mean,net_rx_mb_std,net_rx_mb_max,net_tx_mb_mean,net_tx_mb_std,net_tx_mb_max,file
clique,4,validator3,3,27,10.518888888888894,8.001521169480277,24.13,324.59925925925927,0.4900386635132785,325.01,1.5612962962962962,0.011931905563252278,1.621,31.670000000000005,0.007205766921229194,31.672,40.220444444444446,0.7720039524277724,40.906,27.890518518518522,0.5395925364690518,28.366,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_3.csv
clique,4,validator4,3,27,14.543333333333331,8.643919160978918,25.6,341.7985185185185,2.3604786080918534,348.31,4.652,0.0,4.652,33.276259259259255,0.06028432159525012,33.371,54.32214814814815,0.9934410169361102,55.413,37.90555555555555,0.6845269749886993,38.659,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_3.csv
clique,4,validator1,4,22,10.107272727272727,8.618036557856675,27.09,345.61,0.9156262493896866,347.02,0.0,0.0,0.0,34.187999999999995,7.272636760819168e-15,34.188,61.97168181818183,0.38346309021657043,62.297,43.3224090909091,0.26303515229335966,43.542,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_4.csv
clique,4,validator2,4,23,9.709565217391303,7.5745155730256375,23.27,330.04,0.9544346256006604,332.23,0.08200000000000003,2.837937430308607e-17,0.082,32.54147826086957,0.007298004491996907,32.543,78.80139130434783,0.376835597036261,79.111,55.20178260869566,0.2617799138974528,55.414,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_4.csv
clique,4,validator3,4,24,10.624583333333332,9.89677504748793,31.36,329.2345833333333,5.709374426378058,341.48,1.6464166666666669,0.04733866575393012,1.785,31.82941666666667,0.008752225389886504,31.832,41.621125,0.41918464464284516,41.948,28.865375,0.29155025109411836,29.09,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_4.csv
clique,4,validator4,4,24,12.2875,9.561297551565124,30.05,340.56041666666664,1.7253417535858515,343.85,4.652,0.0,4.652,33.48758333333333,0.07008002671894058,33.574,56.514,0.7337109370388559,57.204,39.425375,0.5078441058726247,39.904,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_4.csv
clique,4,validator1,5,25,12.439200000000001,9.806318932198769,38.05,351.71,2.7947361235007557,354.43,0.0,0.0,0.0,34.34,0.0,34.34,63.20828,0.5788023208891493,63.727,44.160880000000006,0.3909629479460509,44.508,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_5.csv
clique,4,validator2,5,25,10.623199999999999,7.773736617611894,25.05,327.76679999999993,2.1501292984376583,330.73,0.08199999999999999,1.4163957869901234e-17,0.082,32.772760000000005,0.06744768342945559,32.875,80.01396000000001,0.5774788942752228,80.535,56.034639999999996,0.39566798792253366,56.388,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_5.csv
clique,4,validator3,5,26,11.437307692307693,8.847059424551102,29.91,329.1869230769231,5.645356866828372,338.98,1.8400000000000003,2.2644195468014706e-16,1.84,32.031,0.05434776904344931,32.082,42.98892307692308,0.6477961360228638,43.549,29.811923076923083,0.4480217783168068,30.196,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_5.csv
clique,4,validator4,5,26,14.036923076923076,10.045357841005275,39.53,344.7465384615385,2.6321625212857866,346.71,4.652,0.0,4.652,33.67903846153846,0.07051495204237233,33.785,58.587576923076924,0.9444924212751277,59.58,40.87084615384616,0.658444512001289,41.564,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_5.csv
clique,4,validator1,6,27,11.270000000000001,8.908512782726419,30.91,352.7092592592592,0.09470301457008137,352.88,0.0,0.0,0.0,34.480000000000004,7.240780993314902e-15,34.48,64.78507407407409,0.6692523915032087,65.39,45.22759259259259,0.45371121442704665,45.635,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_6.csv
clique,4,validator2,6,28,12.32642857142857,9.532144531273085,36.51,330.98107142857145,4.537645285326928,341.12,0.08199999999999998,2.826489471459779e-17,0.082,33.03032142857142,0.03831647317280252,33.059,81.59978571428573,0.6626352193042829,82.186,57.12210714285713,0.45587143568446536,57.523,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_6.csv
clique,4,validator3,6,28,10.753571428571428,7.920598188355199,23.14,330.4939285714285,3.4976598941935144,335.24,1.8400000000000005,4.522383154335646e-16,1.84,32.17378571428572,0.008130223188850599,32.176,44.78750000000001,0.756777843031695,45.439,31.053571428571427,0.522065586100517,31.5,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_6.csv
clique,4,validator4,6,29,14.316551724137934,12.958963879399702,65.17,342.8803448275863,4.854799894918891,346.65,4.651999999999999,9.038996122241149e-16,4.652,33.89262068965518,0.07496495075943464,34.023,61.08220689655173,0.9800251957151183,62.084,42.60237931034484,0.6753961490326099,43.295,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_6.csv
clique,4,validator1,7,25,12.491200000000001,10.419481481020702,41.01,353.798,5.366306147310889,358.48,0.0,0.0,0.0,34.613,0.0,34.613,66.27271999999999,0.558299241745262,66.767,46.23924,0.38031064933814324,46.573,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_7.csv
clique,4,validator2,7,26,10.666923076923078,8.083689142578786,25.9,332.2992307692308,5.134297165592908,339.35,0.08199999999999999,1.415262216750919e-17,0.082,33.17096153846153,0.005295135648729776,33.172,83.08538461538461,0.5568477046319272,83.563,58.149807692307704,0.3862196286291795,58.479,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_7.csv
clique,4,validator3,7,27,10.399999999999999,8.338198477258372,26.61,335.4970370370371,0.3267063467963771,336.04,1.8400000000000005,4.525488120821813e-16,1.84,32.381925925925934,0.02845499270227717,32.398,46.50944444444445,0.6422859016724406,47.036,32.24462962962963,0.4458065420498818,32.607,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_7.csv
clique,4,validator4,7,27,12.516296296296296,8.891908659064127,27.68,337.49851851851855,1.1846995844572197,338.27,4.652,0.0,4.652,34.19214814814815,0.08145064749409905,34.293,63.4397037037037,0.8977712495531436,64.339,44.23396296296296,0.618770025719851,44.855,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_7.csv
clique,4,validator1,8,24,13.720416666666667,13.188091953882411,60.39,365.1154166666667,10.862621982770996,383.61,0.012541666666666666,0.019965141723964068,0.043,34.777,0.0,34.777,67.58091666666667,0.5223100792063845,68.049,47.129999999999995,0.35519755678752307,47.445,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_8.csv
clique,4,validator2,8,24,10.38125,7.624418046216921,24.02,328.59416666666664,0.6582976508399896,329.0,0.082,0.0,0.082,33.334875000000004,0.00551135192126236,33.336,84.35199999999999,0.5056484429186815,84.804,59.022124999999996,0.3467307328273006,59.328,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_8.csv
clique,4,validator3,8,25,9.273599999999998,7.3873122536774725,22.1,328.37800000000004,7.5097669737482455,336.07,1.8400000000000003,2.2662332591841974e-16,1.84,32.62936,0.068267781566416,32.742,47.957919999999994,0.5764435445037095,48.451,33.24312,0.3961048177776525,33.579,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_8.csv
clique,4,validator4,8,25,13.497200000000003,9.73823115355145,38.17,341.5416,2.0865814945343866,342.93,4.652,0.0,4.652,34.43984,0.06498184361804164,34.535,65.58659999999999,0.8606640846849991,66.483,45.72052000000001,0.596785704140664,46.343,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_8.csv
clique,4,validator1,9,26,12.679230769230768,8.143946425696537,28.53,360.90769230769234,14.054588519822932,383.44,0.043,0.0,0.043,35.03553846153846,0.07317334529416004,35.164,69.0411153846154,0.6459318432728385,69.65,48.116961538461545,0.43715511945022256,48.526,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_9.csv
clique,4,validator2,9,26,10.568076923076923,7.779690492162664,24.11,327.495,0.09069729874698246,327.61,0.08199999999999999,1.415262216750919e-17,0.082,33.47592307692307,0.005491251783868896,33.477,85.8756153846154,0.6519988390740018,86.44,60.06346153846154,0.44645055544991624,60.447,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_9.csv
clique,4,validator3,9,28,10.904285714285718,8.128070897078624,28.6,324.57642857142855,2.3225819194350845,328.95,1.8400000000000005,4.522383154335646e-16,1.84,32.84428571428571,0.039344496667124536,32.879,49.650571428571425,0.7358982129983594,50.29,34.403749999999995,0.5036452032341231,34.839,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_9.csv
clique,4,validator4,9,28,15.662142857142856,12.359148765228868,51.7,350.6671428571429,5.977565996130461,358.79,4.652,0.0,4.652,34.642357142857136,0.06598721216502552,34.742,67.92542857142855,0.9620204983021095,68.937,47.33907142857144,0.6611714591637323,48.034,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_9.csv
clique,4,validator1,10,26,12.078846153846154,9.09908669127757,29.88,346.0726923076922,2.296398149611355,350.32,0.043,0.0,0.043,35.33711538461539,0.08826746939754383,35.48,70.60207692307692,0.6076489067267004,71.152,49.18234615384617,0.4172506146006439,49.555,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_10.csv
clique,4,validator2,10,26,11.80346153846154,8.743041549624566,32.08,331.13,3.7695071295860423,336.75,0.08199999999999999,1.415262216750919e-17,0.082,33.624115384615386,0.004510671108178869,33.625,87.40861538461537,0.6167641414299702,87.964,61.12065384615384,0.4265418096560003,61.5,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_10.csv
clique,4,validator3,10,26,10.736153846153847,8.975188945943401,30.18,325.2061538461538,0.5857103510990914,326.13,1.8400000000000003,2.2644195468014706e-16,1.84,33.028307692307685,0.009511127086813679,33.031,51.34130769230769,0.6686791020650058,51.945,35.56065384615385,0.45842154768794985,35.972,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_10.csv
clique,4,validator4,10,26,16.43423076923077,11.84910432837079,48.5,350.01346153846157,1.9187974198600453,353.54,4.652,0.0,4.652,34.910346153846156,0.0972769005705627,35.043,70.28123076923079,0.9312742370619885,71.305,48.96376923076923,0.6432315482121396,49.673,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_10.csv
clique,4,validator1,11,26,11.941923076923077,8.942622442765106,31.04,351.10038461538466,0.3926268535821817,351.96,0.043,0.0,0.043,35.64892307692307,0.07433810494056005,35.777,72.1871153846154,0.662107322232464,72.794,50.27115384615385,0.4540727423933474,50.682,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_11.csv
clique,4,validator2,11,26,12.336153846153847,9.457048197793254,37.78,341.57269230769236,4.933392794166952,346.87,0.08199999999999999,1.415262216750919e-17,0.082,33.80376923076923,0.006275716324421197,33.805,88.937,0.632344336576203,89.525,62.16665384615385,0.4334058552726481,62.567,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_11.csv
clique,4,validator3,11,27,10.161111111111111,7.918842831807675,22.81,327.53740740740733,0.9246687248481198,328.3,1.8400000000000005,4.525488120821813e-16,1.84,33.208703703703705,0.00827328794659585,33.211,53.12459259259259,0.7447234519894083,53.786,36.78111111111111,0.5104527653378178,37.232,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_11.csv
clique,4,validator4,11,28,14.121428571428572,9.17068223734814,30.22,341.67071428571415,3.0255552640936214,348.76,4.652,0.0,4.652,35.14917857142857,0.07032572553452793,35.254,72.77164285714285,0.982391421360091,73.797,50.687392857142854,0.6779663675306061,51.396,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_11.csv
clique,4,validator1,12,25,12.397600000000002,9.509995741323968,31.71,347.90200000000004,2.455965526359576,351.92,0.043,0.0,0.043,35.92884,0.07046079288039106,36.059,73.72128,0.6004774156174952,74.279,51.307719999999996,0.4037472930765808,51.68,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_12.csv
clique,4,validator2,12,26,10.828846153846154,7.43612604891718,22.36,347.0465384615385,0.08342384827816987,347.16,0.08199999999999999,1.415262216750919e-17,0.082,34.01196153846154,0.0387096688378809,34.043,90.47000000000001,0.5971151312770437,91.01,63.213307692307694,0.406521907821044,63.577,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_12.csv
clique,4,validator3,12,27,11.015925925925925,8.183442128543776,25.42,334.96333333333337,7.467808864102581,344.71,1.8400000000000005,4.525488120821813e-16,1.84,33.42248148148148,0.042393187379368244,33.461,54.970777777777776,0.729067177095464,55.595,38.05896296296296,0.5077292192832327,38.49,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_12.csv
clique,4,validator4,12,27,13.556296296296294,9.082521739010655,26.67,340.9833333333333,0.5230752262416023,341.8,4.686,0.02449960753217841,4.703,35.36222222222222,0.07324055903104194,35.492,75.16733333333335,0.9184761208738015,76.131,52.34114814814814,0.6306985567730984,53.004,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_12.csv
clique,4,validator1,13,26,11.927692307692306,8.26512253155018,25.9,350.0234615384615,3.6674862697032036,354.67,0.043,0.0,0.043,36.201076923076926,0.0725407047536334,36.328,75.29853846153846,0.6607875441180312,75.907,52.376769230769234,0.450411838893456,52.787,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_13.csv
clique,4,validator2,13,26,11.369615384615383,7.513689096985171,24.92,336.04192307692307,0.24696589611959388,336.48,0.08199999999999999,1.415262216750919e-17,0.082,34.15865384615384,0.00686406472983577,34.16,92.01299999999999,0.6506977178383208,92.616,64.27311538461538,0.4485947237249307,64.685,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_13.csv
clique,4,validator3,13,27,10.321111111111112,7.5937536746851935,21.87,340.1033333333334,3.5314030770088607,342.32,1.8400000000000005,4.525488120821813e-16,1.84,33.57540740740741,0.0093408089719644,33.578,56.761074074074074,0.7297388851197677,57.405,39.297777777777775,0.5023972021398497,39.737,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_13.csv
clique,4,validator4,13,27,14.233333333333333,9.091921181424242,32.35,343.23259259259254,2.865646111320733,346.35,4.703000000000001,9.050976241643627e-16,4.703,35.65581481481481,0.09120645938538673,35.781,77.52855555555556,0.9550604223065738,78.558,53.96544444444444,0.6572291681652446,54.675,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_13.csv
clique,4,validator1,14,27,12.465555555555556,10.253977589709098,41.36,350.2877777777777,2.4802594984168893,353.81,0.04299999999999999,7.071075188784084e-18,0.043,36.44614814814814,0.036646653434892845,36.473,76.94918518518517,0.6538727844417587,77.542,53.49448148148149,0.4416911007593759,53.891,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_14.csv
clique,4,validator2,14,27,11.806666666666668,8.600494619049982,30.07,333.6407407407408,2.129140176629498,336.63,0.08199999999999998,2.8284300755136334e-17,0.082,34.30781481481481,0.006158402871355329,34.309,93.63062962962965,0.6398916463654746,94.213,65.37985185185185,0.4370386097803557,65.775,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_14.csv
clique,4,validator3,14,28,10.2675,7.787884049147301,24.48,325.2589285714285,3.428855050548506,330.82,1.8400000000000005,4.522383154335646e-16,1.84,33.72499999999999,0.007343427396381126,33.727,58.673428571428566,0.7782911208430092,59.35,40.61707142857142,0.5374738531846386,41.081,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_14.csv
clique,4,validator4,14,29,13.450689655172413,8.887552664515244,24.28,341.86137931034483,2.3818326139729566,344.18,4.703000000000001,9.038996122241149e-16,4.703,35.8813103448276,0.0694818082297564,35.98,80.06013793103448,0.9827398189369025,81.069,55.71255172413795,0.6770578993075693,56.409,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_14.csv
clique,4,validator1,15,25,11.453199999999999,9.010436874351136,28.95,350.29240000000004,0.7528627586309075,350.77,0.043,0.0,0.043,36.582,0.0,36.582,78.45223999999999,0.5828868729579241,78.97,54.51576,0.39862506193163577,54.865,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_15.csv
clique,4,validator2,15,25,10.9132,8.380934076819837,24.39,332.95480000000003,0.35523607174197114,333.19,0.08199999999999999,1.4163957869901234e-17,0.082,34.455760000000005,0.006199999999999761,34.457,95.09219999999999,0.5632017104614192,95.596,66.38832,0.39155743725112163,66.735,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_15.csv
clique,4,validator3,15,26,9.579230769230769,7.819918118792254,23.17,326.8923076923077,0.1933351016718398,327.04,1.8400000000000003,2.2644195468014706e-16,1.84,33.96196153846154,0.07321228354271107,34.074,60.374730769230766,0.6402899066949166,60.921,41.78750000000001,0.44029510558260776,42.16,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_15.csv
clique,4,validator4,15,26,12.824615384615386,9.157494517942878,29.46,340.5530769230769,0.8036953115740789,342.14,4.703000000000001,9.057678187205882e-16,4.703,36.080576923076926,0.063920058245859,36.168,82.49696153846153,0.9265886025963956,83.397,57.40488461538461,0.6428500495090957,58.03,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_15.csv
clique,4,validator1,16,25,12.6856,8.459842926043802,25.65,349.90160000000003,4.48094454328549,357.9,0.043,0.0,0.043,36.797599999999996,0.06460972579006041,36.891,79.86388000000001,0.572242614631242,80.382,55.475480000000005,0.38852521582689215,55.824,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_16.csv
clique,4,validator2,16,26,10.736153846153845,7.745955371378318,26.17,333.40846153846155,0.12324584561573229,333.54,0.08199999999999999,1.415262216750919e-17,0.082,34.686846153846155,0.07022973291003758,34.785,96.49434615384615,0.5609528281278331,96.985,67.35249999999999,0.3849115482809012,67.685,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_16.csv
clique,4,validator3,16,27,9.527777777777779,8.031277000353697,24.29,327.2562962962963,0.13672398214448533,327.59,1.8400000000000005,4.525488120821813e-16,1.84,34.19633333333333,0.039787899204114074,34.23,61.99114814814816,0.6474838105314179,62.534,42.898999999999994,0.4455384814598386,43.27,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_16.csv
clique,4,validator4,16,27,14.013703703703705,9.392827111131192,29.21,342.3503703703704,0.9684741427844902,344.38,4.703000000000001,9.050976241643627e-16,4.703,36.275888888888886,0.07049131606819281,36.375,84.77370370370372,0.9210979574906488,85.712,58.98796296296296,0.640680496484401,59.643,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_16.csv
clique,4,validator1,17,26,11.798461538461538,8.73319995983497,26.28,350.46615384615393,0.2988789309814539,351.12,0.043,0.0,0.043,37.08253846153846,0.07226021354478851,37.211,81.33653846153847,0.5996960717409612,81.872,56.47934615384616,0.4102824336778443,56.842,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_17.csv
clique,4,validator2,17,27,10.578888888888889,8.079235175784959,24.77,331.7788888888888,1.3040833306707587,333.6,0.08199999999999998,2.8284300755136334e-17,0.082,34.937037037037044,0.040366095332862596,34.969,97.95800000000001,0.5968676570228929,98.472,68.35044444444446,0.40639951292117055,68.697,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_17.csv
clique,4,validator3,17,28,9.454642857142858,7.154875303488218,22.52,336.3978571428571,0.10545692969721931,336.52,1.8400000000000005,4.522383154335646e-16,1.84,34.43478571428572,0.058317367429569465,34.5,63.65324999999999,0.6668226275904767,64.205,44.03746428571429,0.454665158203986,44.41,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_17.csv
clique,4,validator4,17,27,13.719999999999997,9.374322539625094,30.98,344.5781481481482,2.027514653341787,348.78,4.703000000000001,9.050976241643627e-16,4.703,36.471666666666664,0.06023224283490482,36.559,87.12344444444444,0.9510196282587086,88.116,60.62677777777777,0.6619103665401638,61.319,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator4_run_17.csv
clique,4,validator1,18,25,11.9968,9.850608153814665,37.37,356.83639999999997,7.2468377471372545,373.07,0.043,0.0,0.043,37.3624,0.06518435395092975,37.453,82.78504000000001,0.5840891398864845,83.305,57.47012000000001,0.4000120123196308,57.823,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator1_run_18.csv
clique,4,validator2,18,25,11.171599999999998,9.290801310974205,35.32,342.19640000000004,7.609370254276419,347.31,0.08199999999999999,1.4163957869901234e-17,0.082,35.17356000000001,0.06904109887113136,35.277,99.37096,0.5717288459867441,99.882,69.32292000000001,0.39532896849754584,69.671,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator2_run_18.csv
clique,4,validator3,18,26,10.349230769230768,8.147472208275115,24.78,329.63461538461536,1.4188339741329272,336.51,1.8400000000000003,2.2644195468014706e-16,1.84,34.59153846153846,0.008695887622231469,34.594,65.28215384615383,0.6651166329183278,65.847,45.16496153846154,0.46408425793333963,45.555,/home/adamzr/blockchain-mec-federation/experiments/multiple-offers/clique/4-mecs/docker-logs/validator3_run_18.csv
